"Source descriptor","Target descriptor","Source_state","Target_state","Score_agreed","Conf_agreed","Panel_reasoning"
"Technology_Costs","Permitting_Pace","High","Slow","2","4","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Permitting_Pace","High","Medium","0","3","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Permitting_Pace","High","Fast","-2","4","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Permitting_Pace","Medium","Slow","0","3","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Permitting_Pace","Medium","Medium","0","3","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Permitting_Pace","Medium","Fast","1","3","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Permitting_Pace","Low","Slow","-2","4","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Permitting_Pace","Low","Medium","0","3","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Permitting_Pace","Low","Fast","2","4","Inverse-scale logic: high technology costs support slow permitting and hinder fast (controversy, weak urgency); low costs support fast permitting and hinder slow; medium cost gives weak/neutral impacts; confidence 4 on main diagonal-like cells, 3 elsewhere."
"Technology_Costs","Renewables_Deployment","High","Low","2","4","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Renewables_Deployment","High","Medium","-1","3","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Renewables_Deployment","High","High","-2","5","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Renewables_Deployment","Medium","Low","0","3","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Renewables_Deployment","Medium","Medium","1","4","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Renewables_Deployment","Medium","High","-1","3","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Renewables_Deployment","Low","Low","-2","4","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Renewables_Deployment","Low","Medium","1","4","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Renewables_Deployment","Low","High","3","5","Inverse-scale respected: high technology costs support low renewables deployment and hinder high; low costs support high deployment and hinder low; diagonal and opposite corners scored with confidence 4–5, off-diagonal 3–4; cost–deployment relationship well established in literature and practice."
"Technology_Costs","Hydrogen_Role","High","Limited","2","4","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Hydrogen_Role","High","Moderate","-1","3","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Hydrogen_Role","High","Major","-2","4","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Hydrogen_Role","Medium","Limited","1","3","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Hydrogen_Role","Medium","Moderate","0","2","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Hydrogen_Role","Medium","Major","-1","3","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Hydrogen_Role","Low","Limited","-2","4","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Hydrogen_Role","Low","Moderate","1","3","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Hydrogen_Role","Low","Major","2","4","Technology_Costs inverse-scale: High costs support Limited and hinder Major hydrogen role; Low costs support Major and hinder Limited. Ordinal consistency across rows; Medium row moderate. Confidence 4 on main effect cells, 2 on 2.2 (many other drivers), 3 elsewhere."
"Technology_Costs","Grid_Development","High","Lagging","2","4","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Grid_Development","High","Moderate","-1","3","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Grid_Development","High","Strong","-2","4","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Grid_Development","Medium","Lagging","-1","3","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Grid_Development","Medium","Moderate","1","4","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Grid_Development","Medium","Strong","1","3","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Grid_Development","Low","Lagging","-2","4","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Grid_Development","Low","Moderate","1","3","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Grid_Development","Low","Strong","2","4","High technology costs support Lagging and hinder Strong grid; Low costs hinder Lagging and support Strong grid; Medium costs align with Moderate grid with modest support for Strong; confidence 4 on main diagonal-like cells, 3 on off-diagonal where strength is more uncertain."
"Technology_Costs","Electrification_Pace","High","Slow","2","4","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Electrification_Pace","High","Medium","0","3","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Electrification_Pace","High","High","-2","4","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Electrification_Pace","Medium","Slow","0","3","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Electrification_Pace","Medium","Medium","1","4","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Electrification_Pace","Medium","High","0","3","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Electrification_Pace","Low","Slow","-2","4","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Electrification_Pace","Low","Medium","-1","3","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Electrification_Pace","Low","High","2","4","Technology_Costs (inverse): high costs support slow electrification and hinder high; low costs support high electrification and hinder slow; diagonal (High–Slow, Medium–Medium, Low–High) positive; opposite corners negative; off-diagonals 0 or −1; confidence 4 on main causal cells, 3 on weak/ambiguous cells."
"Technology_Costs","Industrial_Energy_Demand","High","High","2","4","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Industrial_Energy_Demand","High","Medium","1","3","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Industrial_Energy_Demand","High","Low","-3","4","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Industrial_Energy_Demand","Medium","High","0","3","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Industrial_Energy_Demand","Medium","Medium","0","3","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Industrial_Energy_Demand","Medium","Low","1","3","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Industrial_Energy_Demand","Low","High","-2","4","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Industrial_Energy_Demand","Low","Medium","-1","3","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Industrial_Energy_Demand","Low","Low","3","4","Technology_Costs (inverse): high costs hinder efficiency and electrification investment, supporting high industrial demand and hindering low; low costs enable both, supporting low demand and hindering high; confidences 3–4 reflect moderate to good evidence from industrial decarbonisation and technology cost literature."
"Technology_Costs","Fossil_Price_Pressure","High","Low","2","4","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Fossil_Price_Pressure","High","Medium","1","3","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Fossil_Price_Pressure","High","High","-2","4","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Fossil_Price_Pressure","Medium","Low","1","3","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Fossil_Price_Pressure","Medium","Medium","0","3","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Fossil_Price_Pressure","Medium","High","-1","3","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Fossil_Price_Pressure","Low","Low","-2","4","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Fossil_Price_Pressure","Low","Medium","-1","3","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Fossil_Price_Pressure","Low","High","2","4","Technology_Costs (inverse) mediates effective fossil price pressure: high clean-tech costs support low pressure and hinder high pressure; low costs do the opposite; diagonal cells ±2 (conf 4), off-diagonal ±1 or 0 (conf 3)."
"Technology_Costs","Public_Acceptance","High","Low","2","4","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Public_Acceptance","High","Medium","1","3","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Public_Acceptance","High","High","-2","4","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Public_Acceptance","Medium","Low","1","3","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Public_Acceptance","Medium","Medium","0","3","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Public_Acceptance","Medium","High","-1","3","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Public_Acceptance","Low","Low","-2","4","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Public_Acceptance","Low","Medium","-1","3","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Public_Acceptance","Low","High","2","4","Technology_Costs (inverse) drives Public_Acceptance via affordability and perceived burden: high costs support low acceptance and hinder high; low costs support high acceptance and hinder low; magnitudes capped at ±2 given other drivers of acceptance; confidence 4 on main-effect cells, 3 elsewhere."
"Technology_Costs","Land_Use_Conflict","High","High","-2","4","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","Land_Use_Conflict","High","Medium","0","2","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","Land_Use_Conflict","High","Low","2","4","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","Land_Use_Conflict","Medium","High","-1","3","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","Land_Use_Conflict","Medium","Medium","2","4","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","Land_Use_Conflict","Medium","Low","-1","3","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","Land_Use_Conflict","Low","High","2","4","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","Land_Use_Conflict","Low","Medium","1","3","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","Land_Use_Conflict","Low","Low","-2","4","Technology costs (inverse) drive deployment and land demand; high costs reduce land-use conflict (support Low, hinder High), low costs increase it (support High, hinder Low); diagonal and corners consistent; confidence 4 on main links, 2–3 on secondary."
"Technology_Costs","EU_Policy_Alignment","High","Low","2","3","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","EU_Policy_Alignment","High","Medium","1","3","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","EU_Policy_Alignment","High","High","-2","4","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","EU_Policy_Alignment","Medium","Low","0","3","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","EU_Policy_Alignment","Medium","Medium","0","3","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","EU_Policy_Alignment","Medium","High","0","2","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","EU_Policy_Alignment","Low","Low","-2","3","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","EU_Policy_Alignment","Low","Medium","0","3","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","EU_Policy_Alignment","Low","High","2","4","Technology costs (inverse scale) influence EU policy alignment via political economy: high costs support low alignment and hinder high alignment; low costs hinder low alignment and support high alignment; medium costs treated as neutral; confidence 4 on clear extremes (1.3, 3.3), 3 elsewhere for non-zero cells, 2 for medium→high."
"Technology_Costs","Energy_Security_Pressure","High","Low","-2","4","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Energy_Security_Pressure","High","Medium","0","3","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Energy_Security_Pressure","High","High","2","4","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Energy_Security_Pressure","Medium","Low","-1","3","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Energy_Security_Pressure","Medium","Medium","0","3","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Energy_Security_Pressure","Medium","High","1","3","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Energy_Security_Pressure","Low","Low","2","4","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Energy_Security_Pressure","Low","Medium","0","3","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Energy_Security_Pressure","Low","High","-2","4","High technology costs hinder low and support high energy security pressure via diversification; low costs support low and hinder high pressure; diagonal and opposite corners scored ±2 with confidence 4, intermediates ±1 or 0 with confidence 3; security pressure is EU/global and multi-causal so intermediate cells kept moderate."
"Technology_Costs","Investment_Availability","High","Low","2","4","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
"Technology_Costs","Investment_Availability","High","Medium","1","3","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
"Technology_Costs","Investment_Availability","High","High","-2","4","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
"Technology_Costs","Investment_Availability","Medium","Low","0","3","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
"Technology_Costs","Investment_Availability","Medium","Medium","1","4","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
"Technology_Costs","Investment_Availability","Medium","High","1","3","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
